ID;Nom;Query;place;salaire;Description;competence;url
562;Robert Half Seattle, WA Contractor;.NET Front End / API Developer;Washington;$52.25 - $60.50/Hour;"Ref ID: 04410-0012067198

Classification: Web Developer

Compensation: $52.25 to $60.50 hourly

Robert Half is looking for an Application Developer! This role will support a Healthcare technology Start-Up! This is a contract to hire opportunity and you would be joining an awesome team with great work culture! This role is 100% remote, candidates will have to be able to work PST.

About the Company: Founded in 2002, this Pacific Northwest based company focuses on solving “information exchange and workflow problems shared across healthcare organizations”

You will:
•      Re-developing, from the bottom up, legacy web applications.
•      Developing new greenfield applications for net-new services.
•      Developing critical core services that other services are dependent on that need to have strong application development and security rigor.
•      Participate in defining new patterns and designs with the rest of the product engineering team.

MUST HAVE
At least 5+ years of recent experience as a .NET developer with focus on Front End and API development
Very strong knowledge/experience around .NET Core MVC, ASP.NET Core REST API’s (building and consuming).
Strong knowledge/experience around HTML, CSS and modern JavaScript
Web application security best practices (OWASP) experience
Experience with Unit testing MVC/API’s – xUnit preferred
Angular v9 or higher- enough knowledge/experience to start building Angular apps without learning from ground zero
Azure DevOps or other similar cloud experience for CI/CD work
Ability to work directly with business stakeholders to understand and implement requirements, manage expectations, and communicate progress.
NICE TO HAVE
o  Azure Development (or AWS), using such services as App Service, Key Vault, App Config, Azure SQL, Azure Storage


Technology Doesn't Change the World, People Do.®
Robert Half is the world’s first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.
Robert Half puts you in the best position to succeed by advocating on your behalf and promoting you to employers. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity – even on the go. Download the Robert Half app and get 1-tap apply, instant notifications for AI-matched jobs, and more.
Questions? Call your local office at
1.888.490.4429. All applicants applying for U.S. job openings must be legally authorized to work in the United States. Benefits are available to contract/temporary professionals. Visit [ Link removed ] - Click here to apply to .NET Front End / API Developer for more information.
© 2021 Robert Half. An Equal Opportunity Employer. M/F/Disability/Veterans. By clicking “Apply Now,” you’re agreeing to Robert Half’s Terms of Use.
Recommended Skills
.Net Framework Api Angular4 Asp.Net Core Css Html
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: 04410-0012067198
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['.Net', 'Framework', 'Api', 'Angular4', 'Asp.Net', 'Core', 'Css', 'Html']];https://www.careerbuilder.com/job/J3V3L46V9F4RZ28X3FC
563;Kforce Technology Redmond, WA Contractor;Web Development Content Developer;Washington;$35.00 - $50.00/Hour;"RESPONSIBILITIES:
Kforce has a client that is seeking a Web Development Content Developer in Redmond, WA. Our client is a cutting-edge provider of world class software, solutions, and services. Employing over 100,000 passionate people worldwide, they empower every person and every organization on the planet to achieve their dreams. Their best-in-class advancements in cloud, mobile, machine learning, and AI are changing the way people go about their lives. Doing business in 170 countries, our client is dedicated to fulfilling their mission of helping you and your organization achieve more around the world. Key Tasks:
Web Development Content Developer will translate, edit technical documentation for news publishers and creators into easy-to-understand consumer-focused step-by-step user guides, FAQs
Create interactive tutorials, trainings (including short videos), diagrams or any form of new media
Contribute to deliver a clear consumer facing website experience, from organizing documentation to writing strings for UX localization
As a Web Development Content Developer, you will contribute to a variety of special projects that require writing and editing
Create and maintain a style guide for content creation and knowledge management
REQUIREMENTS:
Bachelor's degree required in English, Journalism, Technical Communications, or equivalent experience
4-6 years of relevant experience
Ability to write and edit technical documentation clearly and precisely in a professional voice tuned to different audiences
Excellent, clear, and persuasive communication skills, both written and verbal
Creative problem-solving skills, and a growth mindset approach
Able to handle multiple duties simultaneously and poise under deadline pressure
Ability to work independently, with remote teams in a fast-moving environment
Keen ability to communicate effectively with engineers and engineering teams
Familiarity with Microsoft 365 productivity suite (primarily Word, Excel, Outlook, and Teams)
Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.

Recommended Skills
Artificial Intelligence Communication Creative Problem Solving Editing Engineering Journalism
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: ITTVT2003740
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Artificial', 'Intelligence', 'Communication', 'Creative', 'Problem', 'Solving', 'Editing', 'Engineering', 'Journalism']];https://www.careerbuilder.com/job/J3R8C26PV6S7Z13RSBV
564;Genesis10 Portage, MI Full Time;Senior Solutions Developer;Michigan;$90,000/Year;"Genesis10 is seeking a Solutions Developer (C# and Visual Studio) for a full-time and permanent role!  This is for one position in Kalamazoo, MI.
 
Description:  Our client is looking for a full stack engineer who is ready to work with new technologies and architectures in a forward-thinking organization that's always pushing boundaries. The engineer or Senior Solutions Developer will complete, end-to-end ownership of projects across the entire stack. The Senior Solutions Developer will build products across the stack and a firm understanding of web frameworks, APIs, databases and multiple back-end languages.

Essential Duties and Responsibilities:
Work across the full stack, building highly scalable distributed solutions that enable positive user experiences and measurable business growth.
Develop new features and infrastructure development in support of rapidly emerging business and project requirements.
Assume leadership of new projects from conceptualization to deployment.
Ensure application performance, uptime, and scale, maintaining high standards of code quality and thoughtful application design.
Work with Agile development methodologies, adhering to best practices and pursuing continued learning opportunities.
Participate in all aspects of agile software development including design, implementation, and deployment.
Architect and provide guidance on building end-to-end systems optimized for speed and scale.
Work primarily in .Net, Angular, React, and JavaScript.
Create modern front-end and reliable APIs.
Design and implement RDBMS (MSSQL/MySQL)
Collaborate across time zones via MS Teams, Zoom, Git/Azure DevOps comments, documents, and frequent video conferences.
Utilize unit/integration testing experience.
Collaborate and contribute to a cross-functional team environment.
Possess a positive, can-do attitude and enjoys making a difference through technical contributions.
Stimulate new ideas and offer out-of-the-box thinking.
Participate in all parts of SDLC including design, development, documentation, testing, and implementation.
Demonstrate expertise in user experience, accessibility, and data visualization.
Work with Solutions Analyst to review and analyze written scripts to satisfy business requirements.
Identify process improvements and best practices to improve efficiencies.
Complete annual BSA/AML training and all other compliance related trainings.
Perform other tasks as assigned.

Skills and Abilities
Excellent debugging and optimization skills.
Creative problem-solving skills.
Power User Level in Microsoft Access & Excel.
Natural curiosity with willingness to take initiative to investigate and resolve issues.
Customer service driven in a fast-paced environment.
Analytical thinking.
Solid verbal and written communication skills.
Prioritization with multiple projects while adhering to deadlines.
Time management and organization skills.
Excellent debugging and optimization skills.

Preferred Education
Bachelor's degree in computer science, information technology, or engineering

Preferred Level of Experience
7+ years of experience building large-scale software applications
Experience in microservice architecture and development
Experience working in Waterfall and Agile environments is desired
Experience building web applications
Strong command of HTML5 and CSS
Experience designing and integrating RESTful APIs
Knowledge of .Net Core (C#), React, Angular, and JavaScript
Experience with SQL and Microsoft SQL Server
Knowledge and experience with Azure, AWS, and cloud-based technology is a plus
Automated testing
CI/CD experience
Experience as Scrum Master
Interest in in learning new tools, languages, workflows, and philosophies to grow
Professional certifications
 
W2 Status:
Only W2 candidates will be considered for this position.
 
If you have the described qualifications and are interested in this exciting opportunity, please apply!
 
About Genesis10:
Genesis10 is a leading U.S. business and technology consulting firm with hundreds of clients needing proven talent and solutions to power their strategic initiatives.  If you are a high performing business or IT professional with solid, referenced experience, we want to meet you.  Genesis10 recruiters and delivery professionals are highly accomplished career advocates, who get to know you beyond your resume to position you with the opportunities that fit your skills, experience and aspirations.  We have benefit options to fit your needs and a support staff that works with you from placement throughout your engagement – project after project.   To learn more about Genesis10 and to view all our available career opportunities, please visit us at www.genesis10.com. 
“Genesis10 is an Equal Opportunity Employer, M/F/D/V”
Recommended Skills
Api Agile Methodology Amazon Web Services Analytical Angular4 Application Design
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: 21-07627
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Api', 'Agile', 'Methodology', 'Amazon', 'Web', 'Services', 'Analytical', 'Angular4', 'Application', 'Design']];https://www.careerbuilder.com/job/J3W4XF6SWNXL156TS2R
565;Robert Half Seattle, WA Full Time;Web Developer;Washington;$120,000 - $150,000/Year;"Ref ID: 04410-0012094781

Classification: Web Developer

Compensation: $120000.00 to $150000.00 yearly

You could find the new opportunity you've been searching for with Robert Half's Web Developer position. Potential candidates should possess a strong command of enterprise systems, an excellent coding skillset and the ability to think outside the box. Call today, and find out more about how you can play a pivotal role in bringing projects to life. This permanent position for a Web Developer is in Seattle, Washington.

How you will make an impact

Cooperate with key partners to deliver tested and reusable code in a quickly changing environment, on timeFind simple solutions to complex business processes, integrating best of breed toolsDrive and code solutions using creative solutionsRecognize business needs and alter solutions to meet the company goalsWork with leadership and others to find the right solutions
- Rooted understanding of how a mobile user experience differs from the experience on a web or other application

- A real passion for the end-to-end solutions that drive the user experience and customer happiness

- 5+ years experience with both front-end and back-end technologies in a B2B or B2C web production environment- Working knowledge of server-side languages

- Foundational knowledge of compatibility and cross-browser issues

- Record of caring for the technical needs of sites, apps and integrations with high volume traffic

- Practical knowledge in HTML and CSS

- Background working with MySQL

- MongoDB experience highly preferred

- Practical knowledge of React

- Earlier work involving MySQL Database

- PHP Mysql experience

- PHP experience preferred

- Adeptness in Vue.js

- PHP Development experience

- Demonstrated knowledge of React

- General familiarity with React.js

- Node.js experience

- Comprehensive knowledge of Web Development

- Knowledge of various web languages and the ability to move quickly from project mockups into full-fledge versions in that software

Technology Doesn't Change the World, People Do.®
Robert Half is the world’s first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.
Robert Half puts you in the best position to succeed by advocating on your behalf and promoting you to employers. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity – even on the go. Download the Robert Half app and get 1-tap apply, instant notifications for AI-matched jobs, and more.
Questions? Call your local office at
1.888.490.4429. All applicants applying for U.S. job openings must be legally authorized to work in the United States. Benefits are available to contract/temporary professionals. Visit [ Link removed ] - Click here to apply to Web Developer for more information.
© 2021 Robert Half. An Equal Opportunity Employer. M/F/Disability/Veterans. By clicking “Apply Now,” you’re agreeing to Robert Half’s Terms of Use.
Recommended Skills
Backend Business Processes Business Requirements Front End (Software Engineering) Html Leadership
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: 04410-0012094781
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Backend', 'Business', 'Processes', 'Business', 'Requirements', 'Front', 'End', '(Software', 'Engineering)', 'Html', 'Leadership']];https://www.careerbuilder.com/job/J3M4GX6RV527VYWHM7V
566;Robert Half Seattle, WA Contractor;.NET Developer;Washington;$55.00 - $65.00/Hour;"Ref ID: 04410-0012101756

Classification: Web Developer

Compensation: $55.00 to $65.00 hourly

Robert Half is looking for a .NET Developer for a Law Firm! This role is remote, based out of Seattle, WA!
In this role, you will be part of a team working on a number of small development projects for internal users. This team functions like an internal startup within their Finance department but does collaborate with their core IT teams as well!
o  Building custom sites for finance and accounting teams
o  Heavy focus on front end and middle tier development
o  Potential to contribute to bot development down the road
Requirements:
MUST HAVE
o  EXPERIENCE
 2-6 years of relevant Web Development experience focused on Front End and Middle Tier mostly
 Experience building web applications from the ground up
Prior experience doing requirements gathering with users and stakeholders
Prior experience testing own code
Experience working with Visual Studio
o  SKILLS:
React
.NET Core
C#
Some basic SQL development experience
Ability and desire to work in a non-structured, startup-like environment with rapid deadlines and changes of direction
Need to be flexible and nimble


Technology Doesn't Change the World, People Do.®
Robert Half is the world’s first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.
Robert Half puts you in the best position to succeed by advocating on your behalf and promoting you to employers. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity – even on the go. Download the Robert Half app and get 1-tap apply, instant notifications for AI-matched jobs, and more.
Questions? Call your local office at
1.888.490.4429. All applicants applying for U.S. job openings must be legally authorized to work in the United States. Benefits are available to contract/temporary professionals. Visit [ Link removed ] - Click here to apply to .NET Developer for more information.
© 2021 Robert Half. An Equal Opportunity Employer. M/F/Disability/Veterans. By clicking “Apply Now,” you’re agreeing to Robert Half’s Terms of Use.
Recommended Skills
C Sharp (Programming Language) Finance React Requirements Elicitation Sql Databases Team Working
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: 04410-0012101756
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['C', 'Sharp', '(Programming', 'Language)', 'Finance', 'React', 'Requirements', 'Elicitation', 'Sql', 'Databases', 'Team', 'Working']];https://www.careerbuilder.com/job/J3R66Z6LJDC6XZ00R7N
567;Nigel Frank International US Seattle, WA Full Time;Dynamics NAV Developer - Seattle, WA - $130k;Washington;£100,000 - £130,000/Year;"Dynamics NAV Developer - Seattle, WA - $130k
An end user in the food industry is looking to bring on an in-house NAV Developer. This is a growing firm looking to expand their team and find someone that is motivated to grow with the company.
Responsibilities:
Develop technical specifications supporting the recommendations
Customize Dynamics NAV to meet these specifications
Define and develop data conversions and test scripts
Develop integrations between NAV and other applications
Write reports using C/AL, SSRS, and Visual Studio
Install, upgrade, and apply updates to Dynamics NAV
Develop and enhance company built NAV solutions and third party applications
Qualifications:
5+ years technical expertise in developing in Microsoft Dynamics NAV required
Experience customizing NAV 2017 or newer
Experience with Lanham EDI, E-Ship, E-Receive required
Familiarity with core business processes such as accounting, distribution, or manufacturing
Experience with converting data from legacy systems into Dynamics NAV
Experience with .Net, MS SQL, SSRS preferred
Dynamics NAV Development, Install and Configuration certifications preferred
Functional knowledge of the finance, supply chain, and other modules
If you would like to apply or learn more about this position, contact me at
(972) 805-8409 or email your CV to j.boudreaux[ Link removed ] - Click here to apply to Dynamics NAV Developer - Seattle, WA - $130k.
Recommended Skills
.Net Framework Accounting Business Processes Client/Server Application Language (C/Al) Finance Freight Forwarding
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: 01/26/2022JB1
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['.Net', 'Framework', 'Accounting', 'Business', 'Processes', 'Client/Server', 'Application', 'Language', '(C/Al)', 'Finance', 'Freight', 'Forwarding']];https://www.careerbuilder.com/job/J3N3RR733N6VHVJG7DP
568;Creative Financial Staffing LLC Kalamazoo, MI Full Time;SQL Developer;Michigan;$40,000 - $80,000/Year;"Position: SQL Developer

About the Company:

We are seeking a full-time, permanent SQL Developer for a great client based out of the Lansing, MI! Here are a few reasons why you should apply:
Outstanding culture with family oriented feel, and technology department is valued.
Competitive compensation and benefits package with $0 cost healthcare options.
Located in a brand new building, along with fun areas and sweet treats.
Job Description:

In this role, you will be on a small team of Data Analysts collaborating with various departments throughout the organization to assist with data and reporting needs. You'll be designing and developing SQL queries, reports and data visualizations that provide relevant insight. If you enjoy working with data, BI and reporting tools, this is a great opportunity for you!

Preferred Experience:
Experience with SQL Server Database.
Comfortable with doing SQL query development, joins, tables, and stored procedures.
Familiar with SQL Server reporting tools.
Effective communication skills, comfortable working with various end-users and departments.
Ability to think logically and problem solve.
Desire to help others.
Bonus Experience:
Exposure to SSRS, SSIS, SSAS, SSMS.
Familiar with BI and reporting tools like Power BI or others.
Location:
Lansing, MI area
Benefits:
Competitive Medical/Dental/Vision Insurance with $0 cost options, Retirement Plan w/ match , 3.5 Weeks PTO, etc.
#CFSFEB2022
Recommended Skills
Communication Microsoft Sql Servers Problem Solving Reporting Tools Sql Databases Sql Server Analysis Services
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: EB-1169132176
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Communication', 'Microsoft', 'Sql', 'Servers', 'Problem', 'Solving', 'Reporting', 'Tools', 'Sql', 'Databases', 'Sql', 'Server', 'Analysis', 'Services']];https://www.careerbuilder.com/job/J3M00X75JCD4T036HVZ
569;Kforce Technology Redmond, WA Contractor;Applications Developer 2;Washington;$35.00 - $65.00/Hour;"RESPONSIBILITIES:
Kforce has a client that is seeking an Applications Developer 2 in Redmond, WA.

Our client is a cutting-edge provider of world class software, solutions, and services. Employing over 100,000 passionate people worldwide, they empower every person and every organization on the planet to achieve their dreams. Their best-in-class advancements in cloud, mobile, machine learning, and AI are changing the way people go about their lives. Doing business in 170 countries, our client is dedicated to fulfilling their mission of helping you and your organization achieve more around the world.

Key Tasks:
Applications Developer designs and develops internal business systems/applications under deadline pressure or takes primary role in smaller, low risk projects

Communicates and defends design, requirements, feature set, functionality, usability, localization issues, and limitations of subsystem to the team

REQUIREMENTS:
Bachelor's degree in Computer Science or related field required

3-5 years of work-related experience

Specialized expertise in specified areas of Windows client/server development environment and solid software engineering practices required

Must be considered an expert in a specific business/functional area

Must have the ability to proactively identify issues and coordinate resolutions

May require an advanced knowledge of technology in one area and moderate level skills in multiple areas (e.g., Typescript, Web Components, C#, SQL)



Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.

Recommended Skills
Artificial Intelligence Business Systems C Sharp (Programming Language) Information Technology Machine Learning Sql Databases
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: ITTVT2003816
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Artificial', 'Intelligence', 'Business', 'Systems', 'C', 'Sharp', '(Programming', 'Language)', 'Information', 'Technology', 'Machine', 'Learning', 'Sql', 'Databases']];https://www.careerbuilder.com/job/J3W44F6R4MCRRNW993F
570;Nigel Frank International US Seattle, WA Full Time;Dynamics AX- Senior Developer- 150k;Washington;$140,000 - $150,000/Year;"Job Description
Qualifications:

* Experience with X++ Development for Microsoft Dynamics Ax 2009/2012
* Development and document processing with EDI experience
* Experience with Business Intelligence tools
* Web development experience
* T-SQL experience
* C# / .NET experience

Responsibilities:
* This role will create solutions and manage custom modules in Microsoft Dynamics AX system to improve IT services to the business, working collaboratively with business teams to ensure consistent availability and performance of the AX system.
* The developer will work closely with the leadership and the business users on the business requirement implementation.
* The individual also produces technical documentation for all changes performed on the AX system.
* Works with the in-house and external teams to drive the development efforts to support and enhance the systems.
* Supports and creates the EDI interfaces and other C# applications to develop the business processes to support the company supply chain operations.
* Conduct code reviews and execute test plans. Coordinate with appropriate persons to ensure compliance with change and release management cycles.
* Perform system design, recommended configurations, and go-live efforts.
* Design, develop, implement and maintain endpoints for integrations.
* Troubleshoots and fixes bugs and performance issues in AX applications.
* Creates and modifies SSRS reports. Creates and modifies SSIS packages to export-import data.
* Knows when to use existing AX functionality and when to customize.
* Works independently as well as collaborating with end-users, managers, and fellow members of the IT Team.
* Keeps project management team up to date with project status such as revisions and questions on requirements and documentation for projects.
* Helps project leads in analysis, design, development, and support.
* Follow all Corporate Policies and Procedures.
* Provides training and support to the users.
* The role also provides Microsoft best practices, business analysis, and recommendations.
Recommended Skills
.Net Framework Business Analysis Business Intelligence Business Processes C Sharp (Programming Language) Code Review
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: 02042022
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['.Net', 'Framework', 'Business', 'Analysis', 'Business', 'Intelligence', 'Business', 'Processes', 'C', 'Sharp', '(Programming', 'Language)', 'Code', 'Review']];https://www.careerbuilder.com/job/J3P879675LKSNCK834J
571;Nigel Frank International US Redmond, WA Full Time;Dynamics AX- Senior Developer- 150k;Washington;$130,000 - $150,000/Year;"Job Description
Qualifications:

* Experience with X++ Development for Microsoft Dynamics Ax 2009/2012
* Development and document processing with EDI experience
* Experience with Business Intelligence tools
* Web development experience
* T-SQL experience
* C# / .NET experience

Responsibilities:
* This role will create solutions and manage custom modules in Microsoft Dynamics AX system to improve IT services to the business, working collaboratively with business teams to ensure consistent availability and performance of the AX system.
* The developer will work closely with the leadership and the business users on the business requirement implementation.
* The individual also produces technical documentation for all changes performed on the AX system.
* Works with the in-house and external teams to drive the development efforts to support and enhance the systems.
* Supports and creates the EDI interfaces and other C# applications to develop the business processes to support the company supply chain operations.
* Conduct code reviews and execute test plans. Coordinate with appropriate persons to ensure compliance with change and release management cycles.
* Perform system design, recommended configurations, and go-live efforts.
* Design, develop, implement and maintain endpoints for integrations.
* Troubleshoots and fixes bugs and performance issues in AX applications.
* Creates and modifies SSRS reports. Creates and modifies SSIS packages to export-import data.
* Knows when to use existing AX functionality and when to customize.
* Works independently as well as collaborating with end-users, managers, and fellow members of the IT Team.
* Keeps project management team up to date with project status such as revisions and questions on requirements and documentation for projects.
* Helps project leads in analysis, design, development, and support.
* Follow all Corporate Policies and Procedures.
* Provides training and support to the users.
* The role also provides Microsoft best practices, business analysis, and recommendations.
Recommended Skills
.Net Framework Business Analysis Business Intelligence Business Processes C Sharp (Programming Language) Code Review
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: 02042022kma
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['.Net', 'Framework', 'Business', 'Analysis', 'Business', 'Intelligence', 'Business', 'Processes', 'C', 'Sharp', '(Programming', 'Language)', 'Code', 'Review']];https://www.careerbuilder.com/job/J3T0Q56JDWP51LW01FD
572;DISYS Seattle, WA Full Time;Sr. Java Backend Developer / Lead (Fulltime);Washington;$140,000 - $180,000/Year;"Job Title : Sr. Java Backend Developer / Lead
Location : Seattle, WA (100% Remote)
Working hours: PST Working Hours
Job Type : Permanent direct hire
Minimum Qualifications:
6+ years software development experience
3+ years developing with Java and associated frameworks
3+ years of experience with SQL
1+ years of experience with cloud technologies such as AWS, GCP, Azure
Strong knowledge and experience with using web services, REST, and web protocols
Interest in leading the team and mentoring junior engineers
Preferred Qualifications:
Bachelor's degree in computer science or equivalent practical experience
1+ year experience on NoSQL, Node.js, JavaScript, Python, GitLab, and CICD
1+ year experience in any: AWS EC2, Kubernetes, Cloud Search, Kafka, and Redis
Experience working on highly scalable and reliable server-side web services?
Experience working on microservices
Experience with writing both Unit and Automated tests?
Excellent written and verbal communication skills
Experience mentoring junior engineers and leading the team
Responsibilities:
Design and develop application services and tools on the backend. Eg: Content state machine, search, property management, targeting, and filtering
Develop and deliver platform systems that are architecturally sound, performant, scalable, secure, highly available, and reliable
Establish quality standards and software specifications and influence others to adhere
Lead and mentor other mid-level engineers
Review code from team members and debug code as needed
Provide actionable solutions to new discoveries or technical hurdles
Operationally support your team's products.
Digital Intelligence Systems, LLC (DISYS) is an Equal Opportunity Employer that recruits and hires qualified candidates without regard to race, religion, sex, sexual orientation, gender identity, age, national origin, ancestry, citizenship, disability, or veteran status.
Recommended Skills
Amazon Elastic Compute Cloud Amazon Web Services Apache Kafka Backend Cloud Technologies Coaching And Mentoring
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: BBBH373853
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Amazon', 'Elastic', 'Compute', 'Cloud', 'Amazon', 'Web', 'Services', 'Apache', 'Kafka', 'Backend', 'Cloud', 'Technologies', 'Coaching', 'And', 'Mentoring']];https://www.careerbuilder.com/job/J3V6PK6GZHV96VVXJML
573;Kforce Technology Seattle, WA Contractor;C# .NET Developer;Washington;$80,000 - $90,000/Year;"RESPONSIBILITIES:
A Kforce client is seeking to hire a C# .NET Developer in Seattle, Washington (WA).
REQUIREMENTS:
Bachelor's degree in Computer Science, similar technical field of study, or equivalent practical experience

Strong Software development experience in C#, NET Core 3.1, and .NET Framework 4.6

Knowledge of modern software development methodologies, with emphasis on multi-tenancy, high-availability, service delivery pipelines, and operating services

Demonstrated ability to collaborate effectively across organizational and functional boundaries in a fast-paced environment

Experience building, monitoring, and deploying cloud- based services is desirable

Working proficiency and communication skills

Ability to regularly work with and meet engineers and product managers

Knowledge of JavaScript is a plus



Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.

Recommended Skills
.Net Framework C Sharp (Programming Language) Communication Information Technology Java Script (Programming Language) Service Delivery
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: ITEQG2005098
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['.Net', 'Framework', 'C', 'Sharp', '(Programming', 'Language)', 'Communication', 'Information', 'Technology', 'Java', 'Script', '(Programming', 'Language)', 'Service', 'Delivery']];https://www.careerbuilder.com/job/J3S05R5XK7J3BD9WCS1
