ID;Nom;Query;place;salaire;Description;competence;url
115;Valley Metro Phoenix, AZ, AZ Full Time;Light Rail Vehicle Inspector (LRV);Arizona;$18.00 - $20.00/Hour;"Summary
Under general supervision, the LRV Inspector performs various inspections of Light Rail Vehicles (LRV), its components, systems and parts; performs a variety of routine maintenance duties; prepares reports of LRV inspections performed, provides assistance in cleaning activities.
Minimum Qualifications & Requirements
High School Diploma or G.E.D. and one year of work related experience responsible for inspections, maintenance and/or servicing of vehicles, or any combination of education and experience which provides the knowledge, skills and abilities to perform the work.

•Must be available to work weekends, holidays, overtime and odd and unusual hours; may be called in on day-off or respond to emergencies.

This position is safety sensitive and subject to Valley Metro RPTA's Drug & Alcohol Program. Applicants for positions defined as safety sensitive are required to undergo drug testing prior to employment and, subsequent to commencement of employment, will be subject to random, post-accident, reasonable suspicion, return to duty, and follow up testing.

Employment for safety-sensitive positions is contingent on passing a physical examination performed by our examining physician.

Background Investigation:
Employment is contingent upon the results of a background check.

Licenses and Certifications:
Valid Arizona Driver's License and the ability to maintain insurability under Valley Metro's Vehicle Insurance Policy. Position requires the incumbent to successfully qualify to operate light rail vehicles.
Supports a 24 hour/7 day a week operation by performing inspections on LRV's; works overtime when required; may be called back to work due to emergency situations;

Prepares a variety of documentation, including reports and checklists of inspections performed, results and follow-up required;

Reviews operator defects report; logs hours and mileage of vehicles; inspects vehicles for visible damage; checks fire extinguishers; ensures sand boxes are filled to proper level;

Inspects lubricants, fluids and operating pressures to ensure all are at proper levels; checks brake systems to ensure brakes apply and vehicle stops;

Examines all lighting, sensors, switches, fans, batteries to ensure all are operating properly; performs auxiliary power system checks;

Ensures all covers and boxes are locked and secure including exterior skirts;

Installs and removes advertisements, schedules cards, fliers and brochures in vehicles and replaces with updated material;

Assists in cleaning vehicles and shop areas as needed;

Performs special monthly, quarterly, semi-annual and annual inspections including pantograph, roof equipment, couplers, brake system, power supply, HVAC, electrical system, suspension attachments, bumper and truck assembly, video /communication systems; etc;

Performs minor mechanical and electrical repairs, replaces vandal shields on windows as needed;

Complies with all safety policies and procedures; attends safety training and participates in on-going training; practices safe work processes and contributes to the creation and maintenance of a safe working environment for self and others;

Demonstrates continuous efforts to improve operations, decrease turnaround times, streamline work processes and work cooperatively;

Assists in cross training others;

Cleans shop and equipment as assigned;

Performs other duties as assigned or required.

Knowledge and Skills:
Knowledge of:
Vehicle inspection practices, procedures and techniques;
Basic knowledge of mechanical and electrical principals;
Basic knowledge of computers and principals of computer operations;
Safe work practices;

Skill in:
Using sound independent judgment within established guidelines
Use of common hand tools, pneumatic tools, electrical and electronic test equipment, measuring equipment, shop equipment; power tools;
Interpreting, reading and comprehending manuals and diagrams;
Gathering and compiling information to prepare accurate reports;
Physical Demands / Work Environment
Physical Demands:
Positions in this class typically require: climbing, balancing, stooping, kneeling, crouching, crawling, reaching, standing, walking, pushing, pulling, lifting, grasping, feeling, talking, hearing, and seeing.

Medium Work: Exerting up to 50 pounds of force occasionally, and/or up to 20 pounds of force frequently, and/or up to 10 pounds of force constantly to move objects.

Work Environment:
Work is performed in shop environment and outside in various weather conditions, including exposure to extreme heat and cold. Incumbents work is performed around equipment and machinery with moving parts and under wet and slippery conditions. Incumbents are exposed daily to electrical hazards, chemicals, grease, oil, dust, fumes, smoke and gases and are intermittently exposed to loud noise and vibrations.
Recommended Skills
Basic Computers Basic Electrical Basic Mechanical Diagnostics Vehicle Inspections
Help us improve CareerBuilder by providing feedback about this job:
Report this job
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Basic', 'Computers', 'Basic', 'Electrical', 'Basic', 'Mechanical', 'Diagnostics', 'Vehicle', 'Inspections']];https://www.careerbuilder.com/job/J2Z7DM5Z85R9LXXQ88H
116;Valley Metro Phoenix, AZ, AZ Full Time;Electro-Mechanical Technician (Rail Vehicle);Arizona;$24.14 - $27.00/Hour;"This position is safety sensitive and subject to Valley Metro RPTA's Drug and Alcohol Program. The Electro-Mechanical Technician performs a variety of skilled mechanical and electrical duties involved in performing inspections, preventive and corrective maintenance, and troubleshooting on all mechanical and electrical systems for rail vehicles and related equipment. Operates equipment necessary for the repair and maintenance of rail vehicles; documents and records work performed and follows specified safety policies and procedures.

The Electro-Mechanical Technician shall contribute to team efforts and represents Agency core values in the performance of duties.
High School Diploma, or G.E.D. equivalent, supplemented by course work in electronic technology, or closely related study, AND three (3) years' experience in electrical troubleshooting of multi-component systems, basic networking, maintenance and repair of electro-mechanical systems or other heavy-duty transportation maintenance and equipment OR, an equivalent combination of education and experience sufficient to successfully perform the essential duties as those listed below.

PREFERRED QUALIFICATIONS:
Associate's Degree in electrical/electronic engineering technology from a two (2) year Technical College or institute.
Experience working with electrical and mechanical systems in rail vehicles, aircraft, or semiconductor manufacturing.
Interpret electrical/electronic schematics.
HVAC Certification.

Must be available to work weekends, holidays, overtime and odd and unusual hours; may be called in on day-off or respond to emergencies.

Shift Differential Pay (2nd, 3rd, and Swing Shifts)

Position requires the incumbent to successfully qualify to operate Rail Vehicles.
Ability to successfully pass Rail Vehicle Operator Safety Training.

Medical Examination:
Employment for safety sensitive positions is contingent on passing a physical examination.

Background Investigation:
Employment is contingent upon the results of a background check.

Licenses and Certifications:
Valid Arizona Driver's License

The statements listed below describe the general nature and level of work only. They are not an exhaustive list of all required responsibilities, duties, and skills. Other duties may be added, or this description amended at any time.

This position supports a 24 hour/7 day week rail operation; works rotating shifts, on continuous seven-day work cycle; may work overtime or be called back into work due to an emergency.

Repairs electrical, electronic, mechanical, pneumatic and hydraulic systems and components for rail vehicles.

Operates diagnostic test equipment solving complex equipment malfunctions and other problems associated with rail vehicles.

Performs safety and preventive maintenance inspections on rail vehicles and related equipment.

Repairs HVAC, propulsion, brake, door, auxiliary power, and communication systems.

Performs rebuild for electrical/electronic, and hydraulic and pneumatic systems components.

Reads and interprets electrical and pneumatic schematics to troubleshoot issues; electrical/electronic chart recording interpretation.

Responds to off-site emergencies.

Uses and operates variety of shop equipment and other tools for the maintenance and repair of rail vehicles.

Complies with all safety policies and procedures, attends safety training and participates in on-going training, practices safe work processes and contributes to the creation and maintenance of a safe working environment for self and others.

Documents and records work performed and parts and materials used.

Assists in cross-training others.

May perform other duties assigned to the shop.

Performs other duties as assigned or required.


KNOWLEDGE AND SKILLS

Knowledge of:
Operations, services, and activities of a rail vehicle maintenance and repair program.
AC/DC electrical systems, principles of analog and digital electronics, electronic control circuitry, associated mechanic, HVAC, pneumatic, and hydraulic systems.
Current methods, equipment, tools and materials used in the inspection, diagnosis, repair and maintenance of rail vehicles and equipment.
Methods and techniques of performing preventive maintenance including diagnostic troubleshooting, repairing rail vehicles and systems.
Principles of electrical, electronic and mechanical theory.
Occupational hazards and standard safety practices.
Basic computers and principles of computer operation, to include basic networking.

Skills in:
Performs maintenance repair, troubleshooting, rebuild and overhaul of rail transit vehicles and sub-systems.
Analyzes malfunctions in the electrical, mechanical, pneumatic, and hydraulic systems of the equipment and determining the repair required.
Performing a variety of mechanic work in diagnosing, troubleshooting, and repairing rail vehicles and systems.
Reading and interpreting blue prints, maintenance manuals, schematics, and specifications.
Use and care of testing equipment, power tools and hand tools of the trade.
Understanding and following oral and written direction.
Accurately diagnosing electrical, electronic and mechanical repair needs.
Performing safety inspections and identifying safety hazards.
Preparing repair and maintenance records.
Interpreting and using all types of operating and repair manuals.
Recommended Skills
Diagnostic Tests Electrical Systems Preventive Maintenance Production Equipment Controls Test Equipment Wiring Diagram
Help us improve CareerBuilder by providing feedback about this job:
Report this job
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Diagnostic', 'Tests', 'Electrical', 'Systems', 'Preventive', 'Maintenance', 'Production', 'Equipment', 'Controls', 'Test', 'Equipment', 'Wiring', 'Diagram']];https://www.careerbuilder.com/job/JCL7KG63Y7KKR6L6K80
117;Scottsdale, AZ Full Time;Mechanical Assembler;Arizona;Apply Now;"Position summary :
The position is responsible for precision mechanical assembly and wiring for the manufacturing of laser systems and associated sub-assemblies .
Responsibilities and duties: 
Contribute to a safe working environment by following safety requirements 
Work in a team environment to assemble components and main assemblies 
Interpret mechanical assembly drawings, diagrams, blueprints, and work instructions 
Diligently follow work instructions to ensure product specs, tolerances and quality levels are met
Meet or exceed productivity and quality goals
Visually inspect raw materials and assemblies 
Use hand tools, computers, and other equipment to manufacture the product
The job may include working with or testing Laser systems 

Education and qualification:
High School diploma or it’s equivalent  
3+ years of related electro-mechanical assembly experience with the ability to interpret mechanical assembly drawings and follow work instructions; wiring experience is a plus. 
Ability to multi-task, sit or stand for long periods of time, operate small hand tools and lift up to 40 pounds frequently 
Be available to work overtime as needed to meet production schedules 
Be able to handle small fasteners and components 
Basic Computer skills 
Must observe and adhere to all safety requirements 
Ability to use calipers, basic measuring tools and fixtures for in-process inspection. 
Ability to troubleshoot, document and report defects to engineering
High attention to detail 
Recommended Skills
Assembly And Installation Attention To Detail Blueprinting Construction Toolkits Electrical Wirings Electromechanics
Help us improve CareerBuilder by providing feedback about this job:
Report this job
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Assembly', 'And', 'Installation', 'Attention', 'To', 'Detail', 'Blueprinting', 'Construction', 'Toolkits', 'Electrical', 'Wirings', 'Electromechanics']];https://www.careerbuilder.com/job/JD62BS75QMSMRZX48N6
118;Rider Levett Bucknall Phoenix, AZ Full Time;Marketing Coordinator;Arizona;Apply on company site;"Title: Marketing Coordinator
FLSA Status: Exempt  
Reporting to: Office Director and Marketing

Company Overview
We are looking for dynamic individuals to join our team! With over 20 offices in North America and the Caribbean in addition to over a hundred global offices and approximately 4,000 staff worldwide, RLB has a truly global reach while still offering a local presence to its clients almost without exception. We are committed to our core services and pride ourselves on our dedication to customer care and leading-edge service provision.

RLB is an award-winning international firm, known for providing property and construction consultancy advice at all stages of the construction cycle. Utilizing its many years of experience and professionally trained employees, RLB continues to firmly establish itself as one of the major players in the construction industry throughout the Americas, Africa, Asia, Europe, Middle East, and Oceania. Our employees are involved in a variety of projects across a range of sectors, from sports arenas and healthcare to higher education and convention centers.

As a privately held company, we hire the best people, give them exceptional training, and provide extensive opportunities for professional growth while working on exciting projects while providing an excellent compensation and benefits package.

Overview of Role

The Marketing Coordinator will be actively involved in the marketing production processes associated with responses for new business opportunities within RLB. This individual must work well under pressure and be able to prioritize multiple projects and adjust work accordingly, often against tight deadlines. The Marketing Coordinator should have the ability to identify opportunities within a project that will add value and help successfully accomplish the clients desired project outcome.
Essential Functions
Prepare qualifications and proposal submittals using Adobe InDesign software according to brand guidelines
Prepare brochures and capability statements using Adobe InDesign software according to brand guidelines
Author / draft content for qualifications, proposals, brochures, and capability statements
Market research of potential new clients and project opportunities
Maintenance of contract / prospect tracking systems and project database
Input and implementation of marketing plan
Development and maintenance of mailing lists including distribution of marketing collateral generated by the corporate office which includes Company newsletter, quarterly cost report, project announcement cards, new hire announcement cards, brochures, annual cost publication and other materials as needed
Attend networking functions as appropriate
Attendance at pre-submittal meetings when necessary
Participate in marketing meetings with other Company marketing members
Preparation and attendance of tradeshows and special events
Contributes to team performance by collaboration and effective communication.
Contributes to and understands the clients desired project outcomes, identifies opportunities to add value to accomplish the desired outcomes.
Adds to team effort by accomplishing other duties as assigned.
The ideal candidate will demonstrate a positive proactive approach to the role and will be committed to delivering customer service excellence. 
Minimum Education (or substitute experience) required:  Bachelor’s Degree in Journalism, Business, Communications, Marketing, or related field
Minimum Experience required:  a minimum of 2 years’ experience preferred
Familiarity with marketing databases, proficient with Adobe InDesign, Adobe Photoshop and MS Office software, excellent proofreading, written and verbal skills; creative and well organized; self-motivated and team player.  

Physical Requirements and Working Conditions:
Indoor office environment. May require work on site location when necessary.
Equipment used includes computers and standard office machines.
Essential physical tasks include: the ability to work on a computer and the ability to answer and speak on a telephone. 

RLB is an Equal Opportunity Employer. This company does not and will not discriminate in employment and personnel practices based on race, sex, age, handicap, religion, national origin, or any other basis prohibited by applicable law. Hiring, transferring and promotion practices are performed without regard to the above listed items.

Recommended Skills
Adobe Creative Suite Content Creation Document Development In Design Professional Writing Proposal Writing
Help us improve CareerBuilder by providing feedback about this job:
Report this job
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Adobe', 'Creative', 'Suite', 'Content', 'Creation', 'Document', 'Development', 'In', 'Design', 'Professional', 'Writing', 'Proposal', 'Writing']];https://www.careerbuilder.com/job/JD90GM641NPL15DS98H
119;Kforce Technology Phoenix, AZ Full Time;Senior Software Quality Assurance Engineer;Arizona;$95,000 - $120,000/Year;"RESPONSIBILITIES:
Kforce has a client that is seeking a Senior Software Quality Assurance Engineer in Phoenix, AZ. Summary: The Senior Software Quality Assurance Engineer in will be part of a team which is developing, testing, and supporting the next generation software for machine control combining the latest design principles, robotics, machine learning, big data, UI design and algorithms. Responsibilities:
Be part of a team that provides 24/7 coverage of all tools
Senior Software Quality Assurance Engineer will troubleshoot and resolve computer software issues, including embedded software for control systems; Able to triage mechanical, electrical and software bugs
Responsible to manage escalation calls with field support engineers and customers
Manage customer software tickets: find root cause and recommend correction actions
As a Senior Software Quality Assurance Engineer, you will work with QA to add replicated bugs to regression
Travel to customer sites to support installations, training, and troubleshooting of products
REQUIREMENTS:
BS or MS in Computer Science, Computer Engineering, or related field
5-10 years of Software development and test (QA) experience
Experience working with two or more from the following is preferred: software for machine control, Semiconductor Factory Automation, Multi-threaded applications, real-time software, device drivers or other interrupt driven software
Preferred, expertise in: Python, TestComplete, Dephi, C#, Team Foundation Server
Experience with semiconductor equipment preferred
Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.

Recommended Skills
Algorithms Automation Big Data C Sharp (Programming Language) Computer Engineering Control Systems
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: ITWQG1988725
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Algorithms', 'Automation', 'Big', 'Data', 'C', 'Sharp', '(Programming', 'Language)', 'Computer', 'Engineering', 'Control', 'Systems']];https://www.careerbuilder.com/job/J3W4X0763D0NXYRJB8Q
120;Kforce Technology Phoenix, AZ Full Time;Software Development Engineer;Arizona;$85,000 - $120,000/Year;"RESPONSIBILITIES:
Kforce has a client that is seeking a Software Development Engineer in Phoenix, AZ. Summary: The Software Development Engineer will be developing the next generation software for machine control combining the latest design principles, robotics, and UI design. The Software Development Engineer will design, develop, test, deploy, maintain, and improve software for our semiconductor manufacturing equipment, and troubleshoot and resolve computer software issues, including embedded software control systems. Additional duties of the Software Development Engineer include:
Responsible to manage escalation calls with field support engineers and customers at a national and global level
Work with QA/Support team to add replicated bugs to regression
Manage individual project priorities, deadlines, and deliverables
Work together as a team including at a global level to collaborate on projects and solutions
REQUIREMENTS:
Bachelor's degree in Computer Science or similar technical field of study with at least 4+ years of related experience; Master's degree in Computer Science or similar technical field of study with at least 2+ years of related experience
Software development experience in one or more general purpose programming language must have strong C/C++, C#, Delphi (Pascal)
Ability to travel internationally (Asia) strongly preferred
Related experience to include architecting software and control system
Experience working with two or more from the following: software for machine control, Semiconductor Factory Automation (SEMI SECS/GEM), Equipment Data Acquisition (SEMI EDA/Interface A), Multi-threaded applications, real-time software, device drivers or other interrupt driven software preferred
Able to triage mechanical, electrical and software bugs
Ability to understand the systems ""big picture"" and how new functionality fits into that system
Ability to quickly read code and understand the functionality implemented and the ability to translate the functionality into another piece of software
Knowledge of programming tools such as text editors, debuggers, application builders and configuration management tools.
Excellent communication skills to discuss with engineering groups to determine the true software requirements and to work well within global teams
Comprehend software documentation including specification and design documents
Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.

Recommended Skills
C Sharp (Programming Language) C++ (Programming Language) Communication Configuration Management Control Systems Data Collection
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: ITWQG1967746
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['C', 'Sharp', '(Programming', 'Language)', 'C++', '(Programming', 'Language)', 'Communication', 'Configuration', 'Management', 'Control', 'Systems', 'Data', 'Collection']];https://www.careerbuilder.com/job/J3W7HK69PKX31HTYCCT
121;Kforce Technology Phoenix, AZ Full Time;Senior Software Development Engineer;Arizona;$85,000 - $120,000/Year;"RESPONSIBILITIES:
Kforce has a client that is seeking a Senior Software Development Engineer in Phoenix, AZ. Summary: The Senior Software Development Engineer will be developing the next generation software for machine control combining the latest design principles, robotics, and UI design. You will also be partnering with the local R&D engineering team as well as with the global software team in internationally. Responsibilities:
Senior Software Development Engineer will design, develop, test, deploy, maintain, and improve software
Troubleshoot and resolve computer software issues, including embedded software control systems
As a Senior Software Development Engineer, you will triage mechanical, electrical and software bugs
Responsible to manage escalation calls with field support engineers and customers
Work with QA/Support team to add replicated bugs to regression
Manage individual project priorities, deadlines and deliverables
Work together as a team to collaborate on projects and solutions
REQUIREMENTS:
Bachelor's degree in Computer Science or similar technical field of study with at least 7-9 years of related experience or; Master's degree in Computer Science or similar technical field of study with 4-5 years of related experience
Software development experience in one or more general purpose programming language must have strong C/C++, C#, Delphi (Pascal)
Ability to travel internationally
Related experience to include architecting software and control system
Experience working with two or more from the following: software for machine control, Semiconductor Factory Automation (SEMI SECS/GEM), Equipment Data Acquisition (SEMI EDA/Interface A), Multi-threaded applications, real-time software, device drivers or other interrupt driven software preferred
Ability to understand the systems ""big picture"" and how new functionality fits into that system
Ability to quickly read code and understand the functionality implemented and the ability to translate the functionality into another piece of software
Knowledge of programming tools such as text editors, debuggers, application builders and configuration management tools
Excellent communication skills to discuss with engineering groups to determine the true software requirements and to work well within global teams
Comprehend software documentation including specification and design documents
Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.

Recommended Skills
C Sharp (Programming Language) C++ (Programming Language) Communication Configuration Management Control Systems Data Collection
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: ITWQG1959457
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['C', 'Sharp', '(Programming', 'Language)', 'C++', '(Programming', 'Language)', 'Communication', 'Configuration', 'Management', 'Control', 'Systems', 'Data', 'Collection']];https://www.careerbuilder.com/job/J3P2KW5ZW2JZZHVZ7GN
122;Kforce Technology Phoenix, AZ Full Time;Senior Software Development Engineer;Arizona;$85,000 - $120,000/Year;"RESPONSIBILITIES:
Kforce has a client that is seeking a Senior Software Development Engineer in Phoenix, AZ. Summary: The Senior Software Development Engineer will be developing the next generation software for machine control combining the latest design principles, robotics, and UI design. You will also be partnering with the local R&D engineering team as well as with the global software team in internationally. Responsibilities:
Senior Software Development Engineer will design, develop, test, deploy, maintain, and improve software
Troubleshoot and resolve computer software issues, including embedded software control systems
As a Senior Software Development Engineer, you will triage mechanical, electrical and software bugs
Responsible to manage escalation calls with field support engineers and customers
Work with QA/Support team to add replicated bugs to regression
Manage individual project priorities, deadlines, and deliverables
Work together as a team to collaborate on projects and solutions
REQUIREMENTS:
Bachelor's degree in Computer Science or similar technical field of study with at least 7-9 years of related experience or; Master's degree in Computer Science or similar technical field of study with 4-5 years of related experience
Software development experience in one or more general purpose programming language must have strong C/C++, C#, Delphi (Pascal)
Ability to travel internationally
Related experience to include architecting software and control system
Experience working with two or more from the following: software for machine control, Semiconductor Factory Automation (SEMI SECS/GEM), Equipment Data Acquisition (SEMI EDA/Interface A), Multi-threaded applications, real-time software, device drivers or other interrupt driven software preferred
Ability to understand the systems ""big picture"" and how new functionality fits into that system
Ability to quickly read code and understand the functionality implemented and the ability to translate the functionality into another piece of software
Knowledge of programming tools such as text editors, debuggers, application builders and configuration management tools
Excellent communication skills to discuss with engineering groups to determine the true software requirements and to work well within global teams
Comprehend software documentation including specification and design documents
Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.

Recommended Skills
C Sharp (Programming Language) C++ (Programming Language) Communication Configuration Management Control Systems Data Collection
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: ITWQG1944927
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['C', 'Sharp', '(Programming', 'Language)', 'C++', '(Programming', 'Language)', 'Communication', 'Configuration', 'Management', 'Control', 'Systems', 'Data', 'Collection']];https://www.careerbuilder.com/job/J3R87Z5XD8Q8W9YQLXL
123;Noland Typing Philadelphia, PA Full-Time/Part-Time;Data Entry Clerk - Remote Work at Home - Basic Typing (Teens 16+ welcome);Pennsylvanie;$45,866 - $67,944/Year;"Data Entry Clerk - Remote Work at Home - Basic Typing (Teens 16+ welcome)
Thank you for checking us out! Work From Home Data Entry Jobs - Part Time, Full Time

We are seeking individuals who are looking for part time or full time work or side gigs to be connected with companies who are hiring employees directly to work from their homes. You will find both full-time and part-time remote opportunities in a variety of career fields.

Legitimate Work From Home Data Entry Jobs are going to require that you have skills relevant to the position you are applying for. Training is provided based on the position.
JOB REQUIREMENTS
Computer with internet access
Quiet work space away from distractions
Must be able and comfortable to working in an environment without immediate supervision
Ability to read, understand, and follow oral and written instructions.
Data entry or administrative assistant experience is not needed but can be a bonus
We are recruiting those who have a background in health care, ware house worker, delivery drivers, customer service, etc - we welcome all backgrounds so long as you're ready to learn
You must apply on our website only.
Location: Work At Home Positions (Remote)
Employment Type: Part time/full time independent
Career / Skills Level required: Entry Level
Department: Remote work from home data entry
Education: HS Diploma / GED / Entry Level
Experience: Entry Level, none
Typing 25+ words per minute 
You enjoy data entry work and can perform the work from your home or location of choosing (remote work at home job)
Computer with internet access
It is crucial that you be self-motivated and able to follow explicit directions to begin working from home
Self Motivated - you must be 100% able to commit to working with little supervision
Work from home jobs of this nature require Internet and one of the following: Laptop or PC, MAC, or Smart Device - Android or IOS
Ready to get started? Start today and get paid next week.

Thanks for checking us out and we look forward to helping you achieve your goals!

Our folks come from a wide variety of backgrounds like customer service representative, administrative assistant, health care workers, human resources, warehouse workers, car delivery drivers and many more. 
Recommended Skills
Android Or I Os Computer / Laptop Customer Service Data Entry Internet Remote / Work From Home
Help us improve CareerBuilder by providing feedback about this job:
Report this job
Job ID: NEWT A11 extra
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Android', 'Or', 'I', 'Os', 'Computer', '/', 'Laptop', 'Customer', 'Service', 'Data', 'Entry', 'Internet', 'Remote', '/', 'Work', 'From', 'Home']];https://www.careerbuilder.com/job/J2R6C76XDNBQDY6YF7L
124;The Goheen Agency Philadelphia, PA Full Time;Insurance Agent;Pennsylvanie;$52,000 - $170,000/Year;" The Goheen Agency is seeking hardworking, career minded individuals that are interested in being part of a growing organization that helps families protect their future with life insurance and other financial products. Experience preferred as an insurance agent, health insurance agent, or has worked in insurance sales. If you are new to this industry, we will provide you the best training after licensure. Life insurance license is REQUIRED for your resident state. 
 This sales position involves NO cold calling, NO door knocking, and NO begging for business. No high-pressure sales tactics are needed-or allowed! We work exclusively with clients who asked for our help. 
  Here’s how it works:  
 1. Our central office sends letters to recent homebuyers who are eager to protect their new investment with the products we offer. If they are interested in our products, they will fill out the letter and send it back to the central office. 
 2. You then contact these warm leads to qualify them over the phone and schedule an appointment to meet them in person, on video conference, or telephone. You explain their options and help them through the application process. 
  Ideal Candidate:  
 • Customer service oriented (must be a people person) 
 • Results driven, yet humble and coachable 
 • Self-disciplined to work independently 
 • Excellent communication skills 
 • Passionate about helping other people 
 • Desire to grow quickly, fast track into management 
  What we Offer:  
 • Independent broker with multiple A rated carriers to ensure meeting every client’s needs with competitive pricing 
 • Advanced Commissions and Bonuses 
 • Flexible schedule-full time/part-time; just not some of the time! 
 • First class incentive trips, prizes, and bonuses 
 • Comprehensive training, individual mentoring, and a superior company culture of teamwork 
 • Proven turnkey sales system for those intentional to learn, grow, and work hard for their success 
 • Opportunity to develop independent agency with ownership, passive income, and unlimited earning potential 
  Requirements / Expectations:  
 • LIFE and HEALTH INSURANCE LICENSE REQUIRED FOR YOUR RESIDENT STATE. 
 • If Unlicensed, expected to complete 40-hour online course within 2 weeks and pass a required state exam within first 30 days. We will explain your state's requirements and help with the course fees to make starting this career field an easier transition for you. 
 • Valid Driver’s License & reliable transportation 
 • Telephone, Internet connection and computer / laptop 
 • Clean criminal record 
 • 100% commission-based income plus Company bonus potential (First year full-time agents average $80k- $100k+) 
 • Willingness to meet clients in their homes and conduct video meetings is required 
 • We are not a typical insurance company; therefore, we’re not looking for typical salespeople. This opportunity provides the bridge from self-employed to entrepreneurship with hard work. Only those with bigger goals need apply! 
 • Job Types: Full-time, Part-time, Commission 
Quoting and preparing life insurance policies
Recommend insurance coverage to clients
Engage in team trainings to decrease your learning curve and the time it takes to achieve your desired goals
Recommended Skills
Basic Computer Proficiency Customer Retention Financial Services Grit Sales
Help us improve CareerBuilder by providing feedback about this job:
Report this job
CareerBuilder TIP
For your privacy and protection, when applying to a job online, never give your social security number to a prospective employer, provide credit card or bank account information, or perform any sort of monetary transaction. Learn more.
By applying to a job using CareerBuilder you are agreeing to comply with and be subject to the CareerBuilder Terms and Conditions for use of our website. To use our website, you must agree with the Terms and Conditions and both meet and comply with their provisions.";[['Basic', 'Computer', 'Proficiency', 'Customer', 'Retention', 'Financial', 'Services', 'Grit', 'Sales']];https://www.careerbuilder.com/job/J4R06N65W7LG370D1YJ
